,value
_fit_time,2.5596725940704346
_score_time,0.0391477108001709
_accuracy,0.8032
_precision,0.8040903981464165
_recall,0.9969659226783578
_f1_micro,0.8032
_f1_macro,0.473269933019814
_f1_weighted,0.7229602181705399
contamination,0.2
n_neighbors,1025
novelty,True
