,value
_fit_time,41.72489786148071
_score_time,0.06160197257995605
_accuracy,0.8023999999999999
_precision,0.8019598393574296
_recall,1.0
_f1_micro,0.8024000000000001
_f1_macro,0.4576740995698487
_f1_weighted,0.716949275931566
contamination,auto
max_features,0.25
max_samples,64
n_estimators,100
