,value
_fit_time,0.8642888069152832
_score_time,0.0313079833984375
_accuracy,0.807
_precision,0.808275002226378
_recall,0.9949596774193548
_f1_micro,0.807
_f1_macro,0.4930298653747851
_f1_weighted,0.732376951712112
contamination,0.2
n_neighbors,1025
novelty,True
