,value
_fit_time,10.83722734451294
_score_time,0.07364983558654785
_accuracy,0.8030000000000002
_precision,0.8024070351758793
_recall,1.0
_f1_micro,0.8030000000000002
_f1_macro,0.4597232880341995
_f1_weighted,0.7181822180549794
contamination,auto
max_features,0.25
max_samples,64
n_estimators,100
