,value
_fit_time,67.46844787597657
_score_time,0.5405223369598389
_accuracy,0.8024000000000001
_precision,0.8021739814036127
_recall,0.9995049504950495
_f1_micro,0.8024000000000001
_f1_macro,0.4587232019141986
_f1_weighted,0.7175046248267565
contamination,auto
n_neighbors,9
novelty,True
