,value
_fit_time,35.35499482154846
_score_time,0.19463534355163575
_accuracy,0.8004
_precision,0.800751667220814
_recall,0.9991291397068887
_f1_micro,0.8004
_f1_macro,0.4500771093776744
_f1_weighted,0.7133925155672424
contamination,auto
max_features,0.5
max_samples,64
n_estimators,200
