,value
_fit_time,75.386363697052
_score_time,0.036749649047851565
_accuracy,0.8268000000000001
_precision,0.9575630898557765
_recall,0.820431608526348
_f1_micro,0.8267999999999999
_f1_macro,0.7722599430878965
_f1_weighted,0.8392681864525253
gamma,1e-06
kernel,sigmoid
nu,0.5
