,value
_fit_time,0.7591039657592773
_score_time,0.005818939208984375
_accuracy,0.836
_precision,0.8971185316206354
_recall,0.9123445154210919
_f1_micro,0.836
_f1_macro,0.6822581690265062
_f1_weighted,0.8120246122040193
gamma,1e-06
kernel,sigmoid
nu,0.5
