,value
_fit_time,90.9093903541565
_score_time,0.010011911392211914
_accuracy,0.715
_precision,0.8251049758907658
_recall,0.8170022775460725
_f1_micro,0.7150000000000001
_f1_macro,0.5607961344341288
_f1_weighted,0.716970293293276
assume_centered,True
contamination,0.2
support_fraction,0.8
