,value
_fit_time,6.956017732620239
_score_time,0.016518640518188476
_accuracy,0.836
_precision,0.909810580132765
_recall,0.888283800604625
_f1_micro,0.836
_f1_macro,0.7161170188405783
_f1_weighted,0.827775279850054
gamma,1e-06
kernel,sigmoid
nu,0.125
