,value
_fit_time,0.3407930850982666
_score_time,0.013951349258422851
_accuracy,0.8
_precision,0.8022957409142976
_recall,0.9948051948051948
_f1_micro,0.8
_f1_macro,0.46193222858943506
_f1_weighted,0.7188852934966008
contamination,0.2
n_neighbors,513
novelty,True
