,value
_fit_time,48.152175712585446
_score_time,0.011670351028442383
_accuracy,0.721
_precision,0.8339872275294195
_recall,0.812016444494315
_f1_micro,0.721
_f1_macro,0.5786793019506986
_f1_weighted,0.7257936222622579
assume_centered,True
contamination,0.2
support_fraction,0.8
